,Category,Message,Cleaned
243,0,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",although told u dat baig face watch realli like e watch u gave co fr u thanx everyth dat u done today touch
244,0,U don't remember that old commercial?,u rememb old commerci
245,0,Too late. I said i have the website. I didn't i have or dont have the slippers,too late i said websit i dont slipper
246,0,I asked you to call him now ok,i ask call ok
247,0,Kallis wont bat in 2nd innings.,kalli wont bat nd inning
248,0,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,it didnt work oh ok goodnight i fix readi time wake you dearli miss good night sleep
249,1,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,congratul ur award cd voucher gift guarante free entri wkli draw txt music tnc www ldew com win ppmx age
250,0,Ranjith cal drpd Deeraj and deepak 5min hold,ranjith cal drpd deeraj deepak min hold
251,0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",wen ur lovabl bcum angri wid u dnt take serious coz angri childish n true way show deep affect care n luv kettoda manda have nice day da
252,0,What you doing?how are you?,what
253,0,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",up day also ship compani take wk the way usp take week get lag may bribe nipost get stuff
254,0,"I'm back, lemme know when you're ready",i back lemm know readi
255,0,Don't necessarily expect it to be done before you get back though because I'm just now headin out,don necessarili expect done get back though i headin
256,0,Mmm so yummy babe ... Nice jolt to the suzy,mmm yummi babe nice jolt suzi
257,0,Where are you lover ? I need you ...,where lover i need
258,1,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,we tri contact repli offer video handset anytim network min unlimit text camcord repli call now
259,0,IÛ÷m parked next to a MINI!!!! When are you coming in today do you think?,i park next mini when come today think
260,0,Yup,yup
261,0,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,anyway go shop co si done yet dun disturb u liao
262,0,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,my no in luton ring me if ur around h
263,1,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,hey i realli horni want chat see nake text hot text charg pm unsubscrib text stop
264,0,Why you Dint come with us.,whi dint come us
265,0,Same. Wana plan a trip sometme then,same wana plan trip sometm
266,0,"Not sure yet, still trying to get a hold of him",not sure yet still tri get hold
267,1,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,ur rington servic chang free credit go club mobil com choos content stop txt club stop p wk club po box mk wt
268,0,The evo. I just had to download flash. Jealous?,the evo i download flash jealou
269,1,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,rington club get uk singl chart mobil week choos top qualiti rington thi messag free charg
270,0,"Come to mu, we're sorting out our narcotics situation",come mu sort narcot situat
271,0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay
272,1,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,hmv bonu special pound genuin hmv voucher just answer easi question play now send hmv more info www percent real com
273,0,"Usf I guess, might as well take 1 car",usf i guess might well take car
274,0,No objection. My bf not coming.,no object my bf come
275,0,Thanx...,thanx
276,0,Tell rob to mack his gf in the theater,tell rob mack gf theater
277,0,"Awesome, I'll see you in a bit",awesom i see bit
278,0,Just sent it. So what type of food do you like?,just sent so type food like
279,0,All done? All handed in? Celebrations in full swing yet?,all done all hand celebr full swing yet
280,0,You got called a tool?,you got call tool
281,0,\Wen u miss someone,wen u miss someon
282,0,Ok. I asked for money how far,ok i ask money far
283,0,Okie...,oki
284,0,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",yeah i think usual guy still pass last night get ahold anybodi let know i throw
285,0,"K, I might come by tonight then if my class lets out early",k i might come tonight class let earli
286,0,Ok..,ok
287,0,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,hi babi im cruisin girl friend r u give call hour home that alright fone fone love jenni xxx
288,0,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",my life mean lot not i love life but i love peopl life the world call friend i call world ge
289,0,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",dear shall mail tonit busi street shall updat tonit thing look ok varunnathu edukkukaye raksha ollu good one real sens
290,0,Hey you told your name to gautham ah?,hey told name gautham ah
291,0,Haf u found him? I feel so stupid da v cam was working.,haf u found i feel stupid da v cam work
292,0,Oops. 4 got that bit.,oop got bit
293,0,Are you this much buzy,are much buzi
294,0,I accidentally deleted the message. Resend please.,i accident delet messag resend pleas
295,1,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,t mobil custom may claim free camera phone upgrad pay go sim card loyalti call offer end thfeb t c appli
296,0,Unless it's a situation where YOU GO GURL would be more appropriate,unless situat you go gurl would appropri
297,0,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,hurt teas make cri but end life die plz keep one rose grave say stupid i miss u have a nice day bslvyl
298,0,I cant pick the phone right now. Pls send a message,i cant pick phone right pl send messag
299,0,Need a coffee run tomo?Can't believe it's that time of week already,need coffe run tomo can believ time week alreadi
300,0,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",awesom i rememb last time got somebodi high first time diesel v
301,0,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",shit realli shock scari cant imagin second def night do u think somewher could crash night save taxi
302,0,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,oh way food fridg want go meal tonight
303,0,He is a womdarfull actor,he womdarful actor
304,1,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",sm ac blind date u rodd aberdeen unit kingdom check him http img sm ac w icmb cktz r blind date send hide
305,0,Yup... From what i remb... I think should be can book... ,yup from remb i think book
306,0,Jos ask if u wana meet up?,jo ask u wana meet
307,0,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,lol ye our friendship hang thread caus u buy stuff
308,1,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",themob check newest select content game tone gossip babe sport keep mobil fit funki text wap
309,0,Where are the garage keys? They aren't on the bookshelf,where garag key they bookshelf
310,0,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,today accept day u accept brother sister lover dear best clo lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd no rpli mean enemi
311,1,"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",think ur smart win week weekli quiz text play t cs winnersclub po box m uz gbp week
312,0,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,he say give call friend got money definit buy end week
313,0,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",hi way i u day normal way real ur uniqu i hope i know u rest mylif hope u find wot lost
314,0,You made my day. Do have a great day too.,you made day do great day
315,0,K.k:)advance happy pongal.,k k advanc happi pongal
316,0,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",hmmm guess go kb n power yoga haha dunno tahan power yoga anot thk got lo oso forgot liao
317,0,"Not really dude, have no friends i'm afraid :(",not realli dude friend afraid
318,1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,decemb had mobil mth you entitl updat latest colour camera mobil free call the mobil updat co free
319,0,"Coffee cake, i guess...",coffe cake guess
320,0,"Merry Christmas to you too babe, i love ya *kisses*",merri christma babe love ya kiss
321,0,Hey... Why dont we just go watch x men and have lunch... Haha ,hey whi dont go watch x men lunch haha
